work_order_id,site_id,site_name,site_type,region,priority,recommended_action,estimated_cost_usd,estimated_downtime_prevented_hours,numeric_risk_score,numeric_risk_level,vision_findings_level,n_defects_detected,image_file,site_coastal_exposure,site_age_years,merged_assessment,numeric_interpretation,vision_interpretation,agent_trace,generated_at
WO-SITE0116-202607301728,SITE0116,Jabodetabek - Bandar Lampung,Microcell Pole,Bali-Nusra,HIGH,PRIORITY_STRUCTURAL_REPAIR: Crack repair within 48h,3500,18,1.2539915939063732e-05,NORMAL,CRITICAL,4,pipe-defects-ybzjr_featured-image-burst-pipe-jpeg_jpg.rf.790094dc13e231a1a5c338f9a1f653c4.jpg,High,10.0,Numeric:NORMAL(0) Vision:CRITICAL(3) Coastal:High(+0.5) Age:10.0(+0.5) Failures:0(+0.0) Score:4.00,Risk=0.000 NORMAL.,"4 defects, high-confidence crack.","['[collect] SITE0116', '[numeric] NORMAL', '[vision] CRITICAL', '[merge] score=4.00', '[decision] HIGH']",2026-07-30T17:28:20.635448Z
WO-SITE0117-202607301728,SITE0117,Kalimantan Timur - Parepare,Microcell Pole,Bali-Nusra,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,1.3228453953847244e-05,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-21-_jpeg.rf.a9b02434ab74b855a57fd08533ea84bb.jpg,High,11.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:High(+0.5) Age:11.0(+0.6) Failures:0(+0.0) Score:1.10,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0117', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=1.10', '[decision] LOW']",2026-07-30T17:28:20.641105Z
WO-SITE0118-202607301728,SITE0118,Jawa Tengah - Depok,Outdoor Cabinet,Jawa Barat,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,6.79133093002941e-06,NORMAL,MEDIUM,13,corrosion_detection-unzub_Fig-2-Picture-of-crevice-corrosion-in-a-ball-valve-body-made-of-stainless-steel-316_png.rf.e1761d5f78e14270b4c012697f2bca99.jpg,Low,9.0,Numeric:NORMAL(0) Vision:MEDIUM(0) Coastal:Low(+0.0) Age:9.0(+0.4) Failures:0(+0.0) Score:0.40,Risk=0.000 NORMAL.,13 corrosion regions.,"['[collect] SITE0118', '[numeric] NORMAL', '[vision] MEDIUM', '[merge] score=0.40', '[decision] LOW']",2026-07-30T17:28:20.646395Z
WO-SITE0119-202607301728,SITE0119,Jabodetabek - Palopo,BTS Tower,Jawa Tengah,HIGH,PRIORITY_STRUCTURAL_REPAIR: Crack repair within 48h,3500,18,1.7671608515226303e-05,NORMAL,CRITICAL,12,corrosion_detection-unzub_rspa20140254f01_jpg.rf.214d5dcd4a9ee5253ae76202e38ec0e4.jpg,High,11.0,Numeric:NORMAL(0) Vision:CRITICAL(3) Coastal:High(+0.5) Age:11.0(+0.6) Failures:0(+0.0) Score:4.10,Risk=0.000 NORMAL.,"12 defects, high-confidence crack.","['[collect] SITE0119', '[numeric] NORMAL', '[vision] CRITICAL', '[merge] score=4.10', '[decision] HIGH']",2026-07-30T17:28:20.651745Z
WO-SITE0120-202607301728,SITE0120,Sumatera Utara - Mataram,Outdoor Cabinet,Sumatera Utara,HIGH,PRIORITY_STRUCTURAL_REPAIR: Crack repair within 48h,3500,18,9.695711057960795e-06,NORMAL,CRITICAL,8,corrosion_detection-unzub_Bolts-in-non-salt-water-environments-and-not-in-constant-contact-with-water--such-as-this-one--are-more-than-likely-just-rusty-and-safe-for-climbing-_jpg.rf.5df06376155452ffce6406c563b855b9.jpg,Low,2.0,Numeric:NORMAL(0) Vision:CRITICAL(3) Coastal:Low(+0.0) Age:2.0(+0.0) Failures:1(+0.5) Score:3.50,Risk=0.000 NORMAL.,"8 defects, high-confidence crack.","['[collect] SITE0120', '[numeric] NORMAL', '[vision] CRITICAL', '[merge] score=3.50', '[decision] HIGH']",2026-07-30T17:28:20.657227Z
WO-SITE0121-202607301728,SITE0121,Jawa Barat - Jayapura,BTS Tower,Sumatera Utara,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,1.051517443225613e-05,NORMAL,MEDIUM,6,corrosion-and-cracks-kuvur_corrosion-6-_jpeg.rf.71779a71775f0ee2a9f9e4da81a4de9c.jpg,Medium,11.0,Numeric:NORMAL(0) Vision:MEDIUM(0) Coastal:Medium(+0.2) Age:11.0(+0.6) Failures:0(+0.0) Score:0.80,Risk=0.000 NORMAL.,6 corrosion regions.,"['[collect] SITE0121', '[numeric] NORMAL', '[vision] MEDIUM', '[merge] score=0.80', '[decision] LOW']",2026-07-30T17:28:20.662947Z
WO-SITE0122-202607301728,SITE0122,Sumatera Utara - Kediri,Outdoor Cabinet,Jabodetabek,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,8.240510366608024e-06,NORMAL,MEDIUM,9,corrosion_detection-unzub_the-prevention-of-corrosion-on-ships-deals-with-the-provision-of-protective-coating-for-the-ship-structure-steel-and-its-continued-maintenance-PDEH3D_jpg.rf.8a05aba41f90ef0238f581bc59b4bb89.jpg,Low,6.0,Numeric:NORMAL(0) Vision:MEDIUM(0) Coastal:Low(+0.0) Age:6.0(+0.1) Failures:0(+0.0) Score:0.10,Risk=0.000 NORMAL.,9 corrosion regions.,"['[collect] SITE0122', '[numeric] NORMAL', '[vision] MEDIUM', '[merge] score=0.10', '[decision] LOW']",2026-07-30T17:28:20.668368Z
WO-SITE0123-202607301728,SITE0123,Sumatera Utara - Dumai,Indoor BTS Room,Jawa Timur,HIGH,PRIORITY_STRUCTURAL_REPAIR: Crack repair within 48h,3500,18,8.242422077642455e-06,NORMAL,CRITICAL,12,corrosion_detection-unzub_rspa20140254f01_jpg.rf.0efef08a3ac78e01c1f27fb2c76d9fe0.jpg,Medium,5.0,Numeric:NORMAL(0) Vision:CRITICAL(3) Coastal:Medium(+0.2) Age:5.0(+0.0) Failures:0(+0.0) Score:3.20,Risk=0.000 NORMAL.,"12 defects, high-confidence crack.","['[collect] SITE0123', '[numeric] NORMAL', '[vision] CRITICAL', '[merge] score=3.20', '[decision] HIGH']",2026-07-30T17:28:20.673594Z
WO-SITE0124-202607301728,SITE0124,Jawa Timur - Gorontalo,BTS Tower,Kalimantan Timur,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,1.2502383640103534e-05,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-62-_jpeg.rf.3fb47b88414544da64b1b72d8b5cdfd9.jpg,Low,4.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Low(+0.0) Age:4.0(+0.0) Failures:0(+0.0) Score:0.00,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0124', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.00', '[decision] LOW']",2026-07-30T17:28:20.678921Z
WO-SITE0125-202607301728,SITE0125,Jabodetabek - Solok,Outdoor Cabinet,Bali-Nusra,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,3.430043599789081e-05,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-18-_jpeg.rf.bec8fef768832c05c5d93a422733e544.jpg,Low,12.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Low(+0.0) Age:12.0(+0.7) Failures:0(+0.0) Score:0.70,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0125', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.70', '[decision] LOW']",2026-07-30T17:28:20.685209Z
WO-SITE0126-202607301728,SITE0126,Sumatera Utara - Pariaman,Outdoor Cabinet,Kalimantan Timur,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,1.2742680546374582e-05,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-19-_jpeg.rf.0523b120146cab2b3c58f57d65c61208.jpg,Low,11.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Low(+0.0) Age:11.0(+0.6) Failures:0(+0.0) Score:0.60,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0126', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.60', '[decision] LOW']",2026-07-30T17:28:20.691878Z
WO-SITE0127-202607301728,SITE0127,Sulawesi Selatan - Sukabumi,Microcell Pole,Sulawesi Selatan,HIGH,PRIORITY_STRUCTURAL_REPAIR: Crack repair within 48h,3500,18,5.360991739053068e-06,NORMAL,CRITICAL,4,corrosion_detection-unzub_main-qimg-dd1c9e2f7bbbaf14ab142360f5cb6b03-lq_jpg.rf.5d06d7dacfb7124dc3b6b03c353c954d.jpg,Medium,12.0,Numeric:NORMAL(0) Vision:CRITICAL(3) Coastal:Medium(+0.2) Age:12.0(+0.7) Failures:0(+0.0) Score:3.90,Risk=0.000 NORMAL.,"4 defects, high-confidence crack.","['[collect] SITE0127', '[numeric] NORMAL', '[vision] CRITICAL', '[merge] score=3.90', '[decision] HIGH']",2026-07-30T17:28:20.697759Z
WO-SITE0128-202607301728,SITE0128,Sumatera Utara - Surabaya,BTS Tower,Jawa Timur,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,7.318092713026352e-06,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-9-_jpeg.rf.3543e2068dd9591dd5b3a9120002a1ed.jpg,Low,12.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Low(+0.0) Age:12.0(+0.7) Failures:0(+0.0) Score:0.70,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0128', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.70', '[decision] LOW']",2026-07-30T17:28:20.703371Z
WO-SITE0129-202607301728,SITE0129,Jawa Timur - Meulaboh,Microcell Pole,Jawa Timur,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,1.0021799201013502e-05,NORMAL,MEDIUM,12,corrosion_detection-unzub_blog-31-4-statistics-on-galvanic-corrosion_jpg.rf.0d44539a26c12098d7eac3ecf1fdd135.jpg,Low,9.0,Numeric:NORMAL(0) Vision:MEDIUM(0) Coastal:Low(+0.0) Age:9.0(+0.4) Failures:0(+0.0) Score:0.40,Risk=0.000 NORMAL.,12 corrosion regions.,"['[collect] SITE0129', '[numeric] NORMAL', '[vision] MEDIUM', '[merge] score=0.40', '[decision] LOW']",2026-07-30T17:28:20.708841Z
WO-SITE0130-202607301728,SITE0130,Bali-Nusra - Pariaman,Outdoor Cabinet,Jawa Timur,HIGH,PRIORITY_STRUCTURAL_REPAIR: Crack repair within 48h,3500,18,1.2549069406291074e-05,NORMAL,CRITICAL,5,pipe-defects-ybzjr_broken-pipe_jpg.rf.f0794a6d700ea3990ba315c003ffff85.jpg,High,11.0,Numeric:NORMAL(0) Vision:CRITICAL(3) Coastal:High(+0.5) Age:11.0(+0.6) Failures:0(+0.0) Score:4.10,Risk=0.000 NORMAL.,"5 defects, high-confidence crack.","['[collect] SITE0130', '[numeric] NORMAL', '[vision] CRITICAL', '[merge] score=4.10', '[decision] HIGH']",2026-07-30T17:28:20.714463Z
WO-SITE0131-202607301728,SITE0131,Jawa Tengah - Palangkaraya,Microcell Pole,Jabodetabek,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,1.127695519504648e-05,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-21-_jpeg.rf.3ab17e169ab9b8cf8b0503752d79d2f7.jpg,Low,3.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Low(+0.0) Age:3.0(+0.0) Failures:0(+0.0) Score:0.00,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0131', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.00', '[decision] LOW']",2026-07-30T17:28:20.719820Z
WO-SITE0132-202607301728,SITE0132,Kalimantan Timur - Bekasi,BTS Tower,Jabodetabek,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,5.287973589576887e-06,NORMAL,MEDIUM,7,corrosion_detection-unzub_Copper-rivets-on-a-steel-bar-submerged-in-3--sodium-chloride-solution-after-six-months_jpg.rf.abb6178349aef6fa80a8b43cfa7813b6.jpg,Low,10.0,Numeric:NORMAL(0) Vision:MEDIUM(0) Coastal:Low(+0.0) Age:10.0(+0.5) Failures:0(+0.0) Score:0.50,Risk=0.000 NORMAL.,7 corrosion regions.,"['[collect] SITE0132', '[numeric] NORMAL', '[vision] MEDIUM', '[merge] score=0.50', '[decision] LOW']",2026-07-30T17:28:20.725383Z
WO-SITE0133-202607301728,SITE0133,Jawa Barat - Pangkalpinang,BTS Tower,Jawa Tengah,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,1.4422603962373308e-05,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-74-_jpeg.rf.f91ad15eab0a00b178f4705b0cf19d1d.jpg,Medium,7.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Medium(+0.2) Age:7.0(+0.2) Failures:0(+0.0) Score:0.40,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0133', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.40', '[decision] LOW']",2026-07-30T17:28:20.731650Z
WO-SITE0134-202607301728,SITE0134,Bali-Nusra - Tidore Kepulauan,BTS Tower,Sumatera Utara,HIGH,PRIORITY_STRUCTURAL_REPAIR: Crack repair within 48h,3500,18,1.1592213582299243e-05,NORMAL,CRITICAL,6,pipe-defects-ybzjr_pipeline-crack_jpg.rf.f0d70bc03d91d870c007941a68e177e2.jpg,Low,2.0,Numeric:NORMAL(0) Vision:CRITICAL(3) Coastal:Low(+0.0) Age:2.0(+0.0) Failures:1(+0.5) Score:3.50,Risk=0.000 NORMAL.,"6 defects, high-confidence crack.","['[collect] SITE0134', '[numeric] NORMAL', '[vision] CRITICAL', '[merge] score=3.50', '[decision] HIGH']",2026-07-30T17:28:20.737701Z
WO-SITE0135-202607301728,SITE0135,Sulawesi Selatan - Tebingtinggi,Microcell Pole,Jawa Tengah,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,1.3218935648814436e-05,NORMAL,MEDIUM,17,corrosion-and-cracks-kuvur_corrosion-49-_jpeg.rf.b9c82d42a3223ab07827ef9744ab0c3b.jpg,High,7.0,Numeric:NORMAL(0) Vision:MEDIUM(0) Coastal:High(+0.5) Age:7.0(+0.2) Failures:0(+0.0) Score:0.70,Risk=0.000 NORMAL.,17 corrosion regions.,"['[collect] SITE0135', '[numeric] NORMAL', '[vision] MEDIUM', '[merge] score=0.70', '[decision] LOW']",2026-07-30T17:28:20.743739Z
WO-SITE0136-202607301728,SITE0136,Jawa Barat - Cimahi,Indoor BTS Room,Kalimantan Timur,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,1.106854070932946e-05,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-50-_jpeg.rf.22a2f1df5ce140ed99dfb0fcfaa08854.jpg,Medium,8.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Medium(+0.2) Age:8.0(+0.3) Failures:0(+0.0) Score:0.50,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0136', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.50', '[decision] LOW']",2026-07-30T17:28:20.750097Z
WO-SITE0137-202607301728,SITE0137,Sulawesi Selatan - Bandar Lampung,Indoor BTS Room,Kalimantan Timur,HIGH,PRIORITY_STRUCTURAL_REPAIR: Crack repair within 48h,3500,18,8.73296359525592e-06,NORMAL,CRITICAL,4,pipe-defects-ybzjr_20210213-122216-1A_Frozen-Pipes-2_jpg.rf.d0a12149a7c144bad03fb08e3bec1af3.jpg,Low,6.0,Numeric:NORMAL(0) Vision:CRITICAL(3) Coastal:Low(+0.0) Age:6.0(+0.1) Failures:0(+0.0) Score:3.10,Risk=0.000 NORMAL.,"4 defects, high-confidence crack.","['[collect] SITE0137', '[numeric] NORMAL', '[vision] CRITICAL', '[merge] score=3.10', '[decision] HIGH']",2026-07-30T17:28:20.756007Z
WO-SITE0138-202607301728,SITE0138,Sulawesi Selatan - Semarang,Microcell Pole,Jawa Timur,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,6.22955305676975e-06,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-75-_jpeg.rf.1e3a270a09aec4b3ad29acaa668d6e6f.jpg,Low,9.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Low(+0.0) Age:9.0(+0.4) Failures:0(+0.0) Score:0.40,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0138', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.40', '[decision] LOW']",2026-07-30T17:28:20.761910Z
WO-SITE0139-202607301728,SITE0139,Kalimantan Timur - Sungai Penuh,Outdoor Cabinet,Kalimantan Timur,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,2.368093777487139e-05,NORMAL,MEDIUM,5,corrosion_detection-unzub_360_F_436508470_g8UEAu2MzjXTwcmdQVYoehWr2qjaJUap_jpg.rf.a0112d6714476c07079d07fbc25559b1.jpg,High,12.0,Numeric:NORMAL(0) Vision:MEDIUM(0) Coastal:High(+0.5) Age:12.0(+0.7) Failures:0(+0.0) Score:1.20,Risk=0.000 NORMAL.,5 corrosion regions.,"['[collect] SITE0139', '[numeric] NORMAL', '[vision] MEDIUM', '[merge] score=1.20', '[decision] LOW']",2026-07-30T17:28:20.767747Z
WO-SITE0140-202607301728,SITE0140,Jawa Barat - Singkawang,BTS Tower,Sumatera Utara,HIGH,PRIORITY_STRUCTURAL_REPAIR: Crack repair within 48h,3500,18,1.3468761089267392e-05,NORMAL,CRITICAL,12,corrosion_detection-unzub_corrosion-metal-rusty-bollard-abandoned-pier-221587764_jpg.rf.48e2bea4f6265d10e4709a63e54689c8.jpg,High,5.0,Numeric:NORMAL(0) Vision:CRITICAL(3) Coastal:High(+0.5) Age:5.0(+0.0) Failures:1(+0.5) Score:4.00,Risk=0.000 NORMAL.,"12 defects, high-confidence crack.","['[collect] SITE0140', '[numeric] NORMAL', '[vision] CRITICAL', '[merge] score=4.00', '[decision] HIGH']",2026-07-30T17:28:20.773952Z
WO-SITE0141-202607301728,SITE0141,Sulawesi Selatan - Surabaya,Indoor BTS Room,Sumatera Utara,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,1.0037709753740564e-05,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-4-_jpeg.rf.74cdcb39556062dec2cd824e8bea08aa.jpg,High,3.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:High(+0.5) Age:3.0(+0.0) Failures:0(+0.0) Score:0.50,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0141', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.50', '[decision] LOW']",2026-07-30T17:28:20.779894Z
WO-SITE0142-202607301728,SITE0142,Sulawesi Selatan - Bukittinggi,Indoor BTS Room,Sumatera Utara,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,9.76842989632797e-06,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-8-_jpeg.rf.c7aaa4066a9f2971598954a257af9385.jpg,Low,8.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Low(+0.0) Age:8.0(+0.3) Failures:0(+0.0) Score:0.30,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0142', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.30', '[decision] LOW']",2026-07-30T17:28:20.785705Z
WO-SITE0143-202607301728,SITE0143,Jawa Barat - Banda Aceh,BTS Tower,Jawa Timur,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,8.23656084935875e-06,NORMAL,MEDIUM,12,corrosion_detection-unzub_pit-corrosion-in-aisi-rolled-steel_jpg.rf.449060f3778dc522d0bcd06cf576c6f3.jpg,Low,2.0,Numeric:NORMAL(0) Vision:MEDIUM(0) Coastal:Low(+0.0) Age:2.0(+0.0) Failures:0(+0.0) Score:0.00,Risk=0.000 NORMAL.,12 corrosion regions.,"['[collect] SITE0143', '[numeric] NORMAL', '[vision] MEDIUM', '[merge] score=0.00', '[decision] LOW']",2026-07-30T17:28:20.791460Z
WO-SITE0144-202607301728,SITE0144,Sumatera Utara - Tebingtinggi,Microcell Pole,Bali-Nusra,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,1.2580656463532329e-05,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-74-_jpeg.rf.f91ad15eab0a00b178f4705b0cf19d1d.jpg,Medium,6.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Medium(+0.2) Age:6.0(+0.1) Failures:0(+0.0) Score:0.30,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0144', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.30', '[decision] LOW']",2026-07-30T17:28:20.797705Z
WO-SITE0145-202607301728,SITE0145,Sumatera Utara - Pontianak,Outdoor Cabinet,Jawa Timur,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,1.3366601235390843e-05,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-73-_jpeg.rf.3675195e059111af178e8d4e70e4250d.jpg,Low,12.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Low(+0.0) Age:12.0(+0.7) Failures:0(+0.0) Score:0.70,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0145', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.70', '[decision] LOW']",2026-07-30T17:28:20.803659Z
WO-SITE0146-202607301728,SITE0146,Sulawesi Selatan - Palangkaraya,BTS Tower,Jawa Timur,HIGH,PRIORITY_STRUCTURAL_REPAIR: Crack repair within 48h,3500,18,1.2258382570895148e-05,NORMAL,CRITICAL,4,pipe-defects-ybzjr_featured-image-burst-pipe-jpeg_jpg.rf.790094dc13e231a1a5c338f9a1f653c4.jpg,Medium,5.0,Numeric:NORMAL(0) Vision:CRITICAL(3) Coastal:Medium(+0.2) Age:5.0(+0.0) Failures:1(+0.5) Score:3.70,Risk=0.000 NORMAL.,"4 defects, high-confidence crack.","['[collect] SITE0146', '[numeric] NORMAL', '[vision] CRITICAL', '[merge] score=3.70', '[decision] HIGH']",2026-07-30T17:28:20.809988Z
WO-SITE0147-202607301728,SITE0147,Kalimantan Timur - Jambi,BTS Tower,Jabodetabek,HIGH,PRIORITY_STRUCTURAL_REPAIR: Crack repair within 48h,3500,18,8.749127131915757e-06,NORMAL,CRITICAL,11,corrosion_detection-unzub_Crevice-corrosion-of-metal-coupling-proximity_jpg.rf.8830d8e0147dbb891f4ed11786295076.jpg,Low,9.0,Numeric:NORMAL(0) Vision:CRITICAL(3) Coastal:Low(+0.0) Age:9.0(+0.4) Failures:0(+0.0) Score:3.40,Risk=0.000 NORMAL.,"11 defects, high-confidence crack.","['[collect] SITE0147', '[numeric] NORMAL', '[vision] CRITICAL', '[merge] score=3.40', '[decision] HIGH']",2026-07-30T17:28:20.816247Z
WO-SITE0148-202607301728,SITE0148,Jawa Tengah - Kota Administrasi Jakarta Pusat,Microcell Pole,Jawa Barat,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,7.585187417182927e-06,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-17-_jpeg.rf.4de64d9dfbebf962b5323a038395645e.jpg,Low,7.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Low(+0.0) Age:7.0(+0.2) Failures:0(+0.0) Score:0.20,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0148', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.20', '[decision] LOW']",2026-07-30T17:28:20.822075Z
WO-SITE0149-202607301728,SITE0149,Jawa Timur - Kupang,BTS Tower,Kalimantan Timur,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,9.926261451137373e-06,NORMAL,CLEAN,0,corrosion-and-cracks-kuvur_corrosion-15-_jpeg.rf.ecfef469aef0df693fa2a27a3a92c176.jpg,Low,11.0,Numeric:NORMAL(0) Vision:CLEAN(0) Coastal:Low(+0.0) Age:11.0(+0.6) Failures:0(+0.0) Score:0.60,Risk=0.000 NORMAL.,No defects. PASS.,"['[collect] SITE0149', '[numeric] NORMAL', '[vision] CLEAN', '[merge] score=0.60', '[decision] LOW']",2026-07-30T17:28:20.828462Z
WO-SITE0150-202607301728,SITE0150,Jawa Timur - Tual,Outdoor Cabinet,Kalimantan Timur,LOW,ROUTINE_MONITORING: Continue regular schedule,0,0,1.2745954011662169e-05,NORMAL,MEDIUM,5,corrosion_detection-unzub_Crevice-corrosion-under-a-Type-316-bolt--which-is-holding-a-Type-316-structural-beam-in-place--on-the-Florida-coast--Photo-credit-TMR-Consulting_jpg.rf.5cdb654d8d216df96f60703d788c11d8.jpg,Medium,10.0,Numeric:NORMAL(0) Vision:MEDIUM(0) Coastal:Medium(+0.2) Age:10.0(+0.5) Failures:0(+0.0) Score:0.70,Risk=0.000 NORMAL.,5 corrosion regions.,"['[collect] SITE0150', '[numeric] NORMAL', '[vision] MEDIUM', '[merge] score=0.70', '[decision] LOW']",2026-07-30T17:28:20.834043Z
